text,date,location,polarity,subjectivity,classification
Imagine how you would feel if you were Brandy.  This is absolutely stunning.  Her story should not be silenced. Her story…,Wed Jun 30 09:25:38 +0000 2021,United States,0.5,1.0,Positive
This is pretty much it.,Wed Jun 30 09:25:38 +0000 2021,Australia,0.225,0.6,Positive
Experimental 'vaccine' truths will out...,Wed Jun 30 09:25:40 +0000 2021,"Sussex, UK",0.1,0.4,Positive
"One dose of Pfizer or Astra Zeneca vaccine only provides around 33 per cent protection against symptoms from Delta variant, t…",Wed Jun 30 09:25:45 +0000 2021,Malaysia,0.0,1.0,Neutral
12-year-old Maddie was enrolled in the Pfizer COVID-19 vaccine clinical trial. ,,,,,
She's now in a wheelchair, has an NG tube,"…""",Wed Jun 30 09:25:49 +0000 2021,🇨🇦,0.0
This brilliant skit perfectly illustrates the epic fraud which has been perpetrated on humanity with the unlicensed experimenta…,Wed Jun 30 09:25:49 +0000 2021,"Vanderbijlpark, South Africa",0.6666666666666666,0.7999999999999999,Positive
"And there in a nutshell, Australia, is our problem. auspol COVID19Aus",Wed Jun 30 09:25:50 +0000 2021,"sydney, australia",0.0,0.0,Neutral
18 year olds shouldn’t selfishly get AZ and die of blood clots. Get Pfizer and die of heart conditions please. Don’t list…,Wed Jun 30 09:25:51 +0000 2021,Everywhere,-0.5,1.0,Negative
Someone needs to tell the medical trade union .. I mean the AMA.,Wed Jun 30 09:25:53 +0000 2021,"Sydney, Australia",-0.15625,0.34375,Negative
12-year-old Maddie was enrolled in the Pfizer COVID-19 vaccine clinical trial. ,,,,,
She's now in a wheelchair, has an NG tube,"…""",Wed Jun 30 09:25:53 +0000 2021,"Redcar, England",0.0
This brilliant skit perfectly illustrates the epic fraud which has been perpetrated on humanity with the unlicensed experimenta…,Wed Jun 30 09:25:54 +0000 2021,URANUS,0.6666666666666666,0.7999999999999999,Positive
"And if it wasn't for Keiren Schneemann, and his deal done with his mate...., Australia would have had 4…",Tue Jun 29 07:51:00 +0000 2021,Melbourne,0.0,0.0,Neutral
"Cripes, this is a total shermozzle ",,,,,
"Australia’s top medical body rejects PM’s announcement that under-40s can get AstraZen…""",Tue Jun 29 07:51:02 +0000 2021,Wurundjeri land,0.16666666666666666,0.4166666666666667,Positive
Scott Morrison is making this up as he goes along. And it’s a tragic tale filled with hot air and failed magic tricks.,Tue Jun 29 07:51:02 +0000 2021,Australia,-0.019999999999999997,0.76,Negative
Second woman dies from extremely rare blood clots likely linked to AstraZeneca COVID-19 vaccine - ABC News,Tue Jun 29 07:51:06 +0000 2021,"Ontario, Canada",0.09999999999999999,0.6333333333333333,Positive
EU rejects ‘brown’ vaccine.,Tue Jun 29 07:51:07 +0000 2021,"Gurgaon, India",0.0,0.0,Neutral
Greg Hunt denies government’s hand was forced on AstraZeneca changes - The Health Minister has denied an oversupply of…,Tue Jun 29 07:51:10 +0000 2021,"Melbourne, Victoria",-0.30000000000000004,0.2,Negative
More like two giant companies merging to form a cocktail because competing is stiff. 😉,Tue Jun 29 07:51:12 +0000 2021,Botswana,0.09523809523809523,0.6666666666666666,Positive
UPDATE AstraZeneca is now recommended for anyone who has the remotest idea of what the fuck is going on,Tue Jun 29 07:51:15 +0000 2021,"Sydney, Australia",-0.4,0.6,Negative
NEW—UK reports that 2 doses of AstraZeneca vaccine efficacy for B16172 India variant just 60%. And latest study says B11…,Tue Jun 29 07:51:15 +0000 2021,Oxford,0.5,0.9,Positive
NSW woman’s blood clot death likely linked to AstraZeneca vaccine,Tue Jun 29 07:51:18 +0000 2021,"Ontario, Canada",0.0,1.0,Neutral
Africa CDC decries EU’s Digital COVID Certificate “Green Pass” discrimination as AstraZeneca vaccine produced &amp; authori…,Tue Jun 29 07:51:22 +0000 2021,"Nairobi, Kenya",-0.1,0.15,Negative
"Much confusion re AstraZeneca💉 “clinical advice”. ATAGI recommendation not *preferred* vaccine in &lt;50, then revised &lt;60. But…",Tue Jun 29 07:51:23 +0000 2021,"Sydney, Australia",0.2,0.2,Positive
Is there a title for a panicking schmuck who has no qualifications giving out medical advice?,Tue Jun 29 07:51:24 +0000 2021,Australia,0.0,0.0,Neutral
URGENT do not take medical advice from a politician. “Australia’s top medical body rejects PM’s announcement that under-40…,Tue Jun 29 07:51:25 +0000 2021,NSW Australia,0.16666666666666666,0.16666666666666666,Positive
Wow!,,,,,
The AMA refuses to endorse the PM’s announcement that under-40s can get AstraZeneca," saying it goes against official…""",Tue Jun 29 07:51:26 +0000 2021,"Sydney, Australia",0.125,1.0
Vaccines being dumped due to no-shows and age limits for AstraZeneca and Johnson and Johnson jabs,Tue Jun 29 07:51:28 +0000 2021,"Birr, Ireland",-0.125,0.375,Negative
"A third dose of the AstraZeneca vaccine can boost immune protection. In new trial, 3rd dose of AZ vaccine nearly seven mont…",Tue Jun 29 07:51:34 +0000 2021,UK,0.05909090909090909,0.21363636363636362,Positive
"Wonderful moment as Professor Sarah Gilbert, who helped design the Oxford Astra-Zeneca vaccine, gets a spontaneous standin…",Tue Jun 29 07:51:35 +0000 2021,"Arce, Fr, Italy",0.8,0.95,Positive
"Confusion Over AstraZeneca For Under-40s After National Cabinet, Scott Morrison said anyone under 40 can approach th…",Tue Jun 29 07:51:35 +0000 2021,Australia,0.0,0.0,Neutral
"How cunning is Morrison, leaving people with the impression that the change with Astra Zeneca rules was a National Cabinet d…",Tue Jun 29 07:51:37 +0000 2021,"Sydney, Australia.",0.0,0.7,Neutral
"This is likely to be the case. But the difference in immunity is marginal, and your chance of unforseen long-term i…",Tue Jun 29 07:51:38 +0000 2021,in the sunshine,0.0,1.0,Neutral
Why have we been blighted by this excuse for a PM?,,,,,
"There could not be a worse period of time in recent history to be sad…""",Tue Jun 29 07:51:38 +0000 2021,www.survivalinternational.org,-0.15,0.3,Negative
"Wonderful moment as Professor Sarah Gilbert, who helped design the Oxford Astra-Zeneca vaccine, gets a spontaneous standin…",Tue Jun 29 07:51:39 +0000 2021,"REWA Madhya Pradesh, India",0.8,0.95,Positive
"The New York Times Mixing Pfizer, AstraZeneca Vaccines Gives Strong Covid Protection, Study Finds.…",Tue Jun 29 07:51:40 +0000 2021,대한민국 구리시,0.2848484848484848,0.5939393939393939,Positive
"“Results showed people who received the AstraZeneca vaccine first, followed four weeks later by a Pfizer dose, produced ant…",Tue Jun 29 07:51:41 +0000 2021,malaysia,0.125,0.16666666666666666,Positive
Australia's Covid-19 vaccination rollout in chaos as GPs sit on excess Astrazeneca doses,Tue Jun 29 07:51:44 +0000 2021,"Los Angeles, CA",0.0,0.0,Neutral
New preprint looking at the Astrazeneca vaccine. Basically says that the gap between 1st and 2nd dose has a big inf…,Tue Jun 29 07:51:47 +0000 2021,Ireland,0.04545454545454545,0.18484848484848485,Positive
Apparently the changes to AstraZeneca vaccine eligibility announced by  did not come from…,Tue Jun 29 07:51:49 +0000 2021,sydney,0.05,0.35,Positive
Yep from what I know Astra spiderx was spying on other teams to get to know…,Tue Jun 29 07:51:49 +0000 2021,STORAGE TOWN,-0.125,0.375,Negative
Greek Woman Dies Following AstraZeneca Vaccine Blood Clot  via,Tue Jun 29 07:51:50 +0000 2021,"Ontario, Canada",0.0,0.05,Neutral
"It's simple if you're under 60, the Scott government's advice remains that you should not get Astra Zeneca because it m…",Tue Jun 29 07:51:50 +0000 2021,Central Coast NSW,0.0,0.35714285714285715,Neutral
Vaccines being dumped due to no-shows and age limits for AstraZeneca and Johnson and Johnson jabs,Tue Jun 29 07:51:51 +0000 2021,"South Australia, Australia",-0.125,0.375,Negative
Switching vaccines—the 2nd dose of AstraZeneca vaccine is no longer recommended in Canada 🇨🇦. The mRNA Pfizer or Moderna no…,Tue Jun 29 07:51:51 +0000 2021,Oxford,0.0,0.0,Neutral
I didn’t realise it was possible for the advice to get more confusing. But it has. It really has. By keeping doctors out of the…,Tue Jun 29 07:51:52 +0000 2021,"Melbourne, Victoria",0.1,0.525,Positive
UPDATE AstraZeneca is now recommended for anyone who has the remotest idea of what the fuck is going on,Tue Jun 29 07:51:53 +0000 2021,"Western Australia, Australia",-0.4,0.6,Negative
The face of a man who has come to the end of his spin-cycle.,Tue Jun 29 07:51:54 +0000 2021,"Beauty Point, Tasmania",0.0,0.0,Neutral
Note this is posted the same day Morrison  LNP govt have rolled out futher Medicare cuts..... and in the middle…,Thu Jul 01 11:37:56 +0000 2021,In the world.,0.0,0.125,Neutral
Pfizer Malaysia says no private distributor authorised to distribute its Covid-19 vaccine,Thu Jul 01 11:38:03 +0000 2021,Malaysia,0.0,0.375,Neutral
"To “roll out” vaccines, you have to have enough vaccine doses.  There are insufficient…",Thu Jul 01 11:38:04 +0000 2021,"Melbourne, Australia",0.0,0.5,Neutral
To have an age restriction on AZ is ridiculous and political. We all know the Pfizer is b…,Thu Jul 01 11:38:06 +0000 2021,Elwood,-0.16666666666666666,0.55,Negative
As a teacher my Covid Vaccine appointment was cancelled for tomorrow due to no Pfizer. New appointment not until Aug 31. Su…,Thu Jul 01 11:38:07 +0000 2021,"Melbourne,Australia",0.005681818181818177,0.4147727272727273,Positive
Ex Pfizer Chief Science Officer has some interesting things to say about the boosters and the variants 😳😳😳,Thu Jul 01 11:38:08 +0000 2021,In the middle of it all !!,0.5,0.5,Positive
As a teacher my Covid Vaccine appointment was cancelled for tomorrow due to no Pfizer. New appointment not until Aug 31. Su…,Thu Jul 01 11:38:08 +0000 2021,Australia - on stolen land,0.005681818181818177,0.4147727272727273,Positive
"The finance minister  said today that Australia is at the “back of the queue” for Pfizer vaccines, ",,,,,
"contradicting the…""",Thu Jul 01 11:38:08 +0000 2021,"Toowoomba, Queensland, Aussie.",0.0,0.0,Neutral
Jason Falinski lies about Pfizer exports being blocked from the USA. What about the other 36 OECD nations who are ahead…,Thu Jul 01 11:38:10 +0000 2021,,-0.125,0.375,Negative
Here's my latest podcast...,Thu Jul 01 11:38:12 +0000 2021,ninja! everywhere & nowhere.,0.5,0.9,Positive
👇Birmo We are at the back of the queue for Pfizer. ⁦⁩ via ⁦⁩ ⁦⁩. 🤦🏻‍♀️ NB This whole…,Thu Jul 01 11:38:12 +0000 2021,New South Wales,0.0,0.0,Neutral
We had second Pfizer jab yesterday. Side effects mild - except I have unaccountable desire to install Windows 11.,Thu Jul 01 11:38:18 +0000 2021,Nowhere and everywhere,0.16666666666666666,0.25,Positive
"Today we'll be at St Barnabas Church, Mitcham for our latest COVIDVaccination walk-in clinic. We'll be there from 5pm till…",Thu Jul 01 11:38:18 +0000 2021,"Merton, London",0.5,0.9,Positive
Here's my latest podcast...,Thu Jul 01 11:38:20 +0000 2021,"Sat on a sphere, no idea where",0.5,0.9,Positive
"Just spoke to friends of mine here in Los Angeles, a cis married couple, both Pfizer vxx’d. He went to a bar last week w fri…",Thu Jul 01 11:38:21 +0000 2021,"Moline, IL",0.125,0.15833333333333333,Positive
"If we had enough Pfizer vaccine, young people would not even be contemplating AstraZeneca       qanda",Thu Jul 01 11:38:24 +0000 2021,perth,0.05,0.45,Positive
Yesterday i get my second dose of Pfizer. I have a terrible headache since 0200 am and my body hurts like i been r…,Thu Jul 01 11:38:25 +0000 2021,BM's golden heart,-0.5,0.5,Negative
As a teacher my Covid Vaccine appointment was cancelled for tomorrow due to no Pfizer. New appointment not until Aug 31. Su…,Thu Jul 01 11:38:26 +0000 2021,Qld Australia,0.005681818181818177,0.4147727272727273,Positive
"The 13yo has covid. I've been double vaxxed with Pfizer, wife has been double vaxxed with AstraZeneca, 10yo has no protect…",Thu Jul 01 11:38:26 +0000 2021,NW England,0.0,0.0,Neutral
Please contact  he can help you.,Thu Jul 01 11:38:32 +0000 2021,"North East,India",0.0,0.0,Neutral
As a teacher my Covid Vaccine appointment was cancelled for tomorrow due to no Pfizer. New appointment not until Aug 31. Su…,Thu Jul 01 11:38:32 +0000 2021,"Central Tablelands, NSW",0.005681818181818177,0.4147727272727273,Positive
Maddie has been hospitalized &amp; has gone to the ER multiple times since she received the second dose of the vaccine. ,,,,,
"No one…""",Thu Jul 01 11:38:33 +0000 2021,"Illinois, USA",0.0,0.0,Neutral
Why are we being offered astra zeneca? When the pm himself took Pfizer? Don't mind taking the vaccine fo…,Thu Jul 01 11:38:33 +0000 2021,Australia,0.0,0.0,Neutral
Why does the government HAVE NO IDEA when the Pfizer will be here in OZ? QandA,Thu Jul 01 11:38:35 +0000 2021,Qld Australia,0.0,0.0,Neutral
"According to , the 1st dose of Pfizer or AZ only provides 33% protection against the deadly Delta variant.",Thu Jul 01 11:38:37 +0000 2021,Malaysia,-0.1,0.7,Negative
“Got my 17th Pfizer shot today to complement my 4th J &amp; J. Worried about Delta Beta Theta variant.”,Thu Jul 01 11:38:39 +0000 2021,"Billings, MT",0.0,0.0,Neutral
All these covid vaccines are experimental.,,,,,
YOU are part of their trial.,,,,,
"Here it is from the horse's mouth.…""",Thu Jul 01 11:38:40 +0000 2021,London,0.1,0.4,Positive
Get vaccinated this weekend in White City!,,,,,
A pop-up clinic is coming to White City Community Centre, W12 7QT, this weekend," offe…""",Thu Jul 01 11:38:44 +0000 2021,"London, Quantocks"
CAUTION July 1 Masks are still necessary indoors,Thu Jul 01 11:38:47 +0000 2021,Canada,0.0,1.0,Neutral
VAHS Fitzroy is now able to offer COVID-19 vaccination with Pfizer as well as Astra Zeneca – book an appointment now by calli…,Thu Jul 01 11:38:47 +0000 2021,Meanjin - Brisbane,0.5,0.625,Positive
Selangor got plenty of beta -- az alone maybe not suffice.  ,,,,,
"Need to boost up either mix vaccines (az + Pfizer/ az + novovax)…""",Thu Jul 01 11:38:49 +0000 2021,Batu Caves,0.0,0.0,Neutral
Why do they all want j&amp;j? What did they hear about pfizer?,Thu Jul 01 11:38:51 +0000 2021,Johannesburg|Mafikeng,0.0,0.0,Neutral
"When they were first released it was 92% against contracting the disease, with 100% pro…",Thu Jul 01 11:38:53 +0000 2021,Rhode,0.25,0.3333333333333333,Positive
As a teacher my Covid Vaccine appointment was cancelled for tomorrow due to no Pfizer. New appointment not until Aug 31. Su…,Thu Jul 01 11:38:54 +0000 2021,Australia,0.005681818181818177,0.4147727272727273,Positive
Morrison was offered 40 million Pfizer doses last year &amp; he turned them down qanda,Thu Jul 01 11:12:57 +0000 2021,"Brisbane, Qld",-0.07777777777777779,0.17777777777777778,Negative
Morrison turned his back on 40 million Pfizer doses in July 2020. qanda,Thu Jul 01 11:12:58 +0000 2021,"Sydney, Australia",0.0,0.0,Neutral
"If my neighbour can build a meth lab in his toilet, the government can build a Pfizer lab in Australia.",Thu Jul 01 11:12:58 +0000 2021,Australia,-0.03333333333333333,0.0,Negative
Morrison was offered 40 million Pfizer doses last year &amp; he turned them down qanda,Thu Jul 01 11:12:59 +0000 2021,"Melbourne, Victoria",-0.07777777777777779,0.17777777777777778,Negative
mRNA COVID19 vaccines (Pfizer/Moderna) doing exactly what we'd expect them to do in real world settings. ,,,,,
"Among 3975 ess…""",Thu Jul 01 11:13:02 +0000 2021,Portugal,0.225,0.275,Positive
5. They will have you pick out the day/time for your 2nd dose. Many clinics have evening openings too. If you got P…,Thu Jul 01 11:13:03 +0000 2021,🌸「みんなちがって、みんないい」🌸東京都,0.25,0.25,Positive
"The finance minister  said today that Australia is at the “back of the queue” for Pfizer vaccines, ",,,,,
"contradicting the…""",Thu Jul 01 11:13:04 +0000 2021,Gold Coast,0.0,0.0,Neutral
"If we had enough Pfizer vaccine, young people would not even be contemplating AstraZeneca       qanda",Thu Jul 01 11:13:08 +0000 2021,"Sydney, Australia",0.05,0.45,Positive
Y'all be taking shots like shots of tequilas 😂,Thu Jul 01 11:13:09 +0000 2021,Mont Kiara,0.0,0.0,Neutral
Why are you Criminal LIBERALS not giving QUEENSLAND its fair share of the Pfizer Vaccine Bribe Minister Morrison ???,Thu Jul 01 11:13:11 +0000 2021,perth,0.14999999999999997,0.7250000000000001,Positive
Ditto. 2 doses of Pfizer. No issues. Slightly sore arm near injection spot for a day or two.,Thu Jul 01 11:13:12 +0000 2021,"New York, USA",-0.033333333333333326,0.2833333333333333,Negative
As a teacher my Covid Vaccine appointment was cancelled for tomorrow due to no Pfizer. New appointment not until Aug 31. Su…,Thu Jul 01 11:13:12 +0000 2021,Australia,0.005681818181818177,0.4147727272727273,Positive
"The finance minister  said today that Australia is at the “back of the queue” for Pfizer vaccines, ",,,,,
"contradicting the…""",Thu Jul 01 11:13:13 +0000 2021,"Melbourne, Victoria",0.0,0.0,Neutral
Ask Barnaby if he is in charge and does he know where he can get some Pfizer vaccines ?,Thu Jul 01 11:13:14 +0000 2021,Gold Coast,0.0,0.0,Neutral
"Chessington Sports Centre is running a walk-in clinic, offering Oxford-AZ and Pfizer vaccines, this Sunday from 9.30am…",Thu Jul 01 11:13:19 +0000 2021,Kingston upon Thames,0.0,0.0,Neutral
